part,exercise,bpm,articulation,speed_profile,source_note,target_note,interval_semitones,cc3,target_vibrato_depth_cents,instruction
VlnI,vibrato_depth_rate,68,expressive,fast,67,67,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,fast,67,67,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,fast,67,67,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,slow,72,72,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,slow,72,72,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,slow,72,72,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,slow,72,72,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,slow,72,72,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,normal,72,72,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,normal,72,72,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,normal,72,72,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,normal,72,72,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,normal,72,72,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,fast,72,72,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,fast,72,72,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,fast,72,72,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,fast,72,72,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,68,expressive,fast,72,72,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,60,60,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,60,60,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,60,60,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,60,60,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,60,60,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,60,60,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,60,60,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,60,60,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,60,60,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,60,60,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,60,60,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,60,60,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,60,60,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,60,60,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,60,60,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,67,67,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,67,67,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,67,67,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,67,67,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,67,67,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,67,67,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,67,67,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,67,67,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,67,67,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,67,67,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,67,67,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,67,67,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,67,67,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,67,67,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,67,67,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,72,72,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,72,72,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,72,72,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,72,72,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,slow,72,72,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,72,72,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,72,72,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,72,72,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,72,72,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,normal,72,72,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,72,72,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,72,72,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,72,72,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,72,72,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,vibrato_depth_rate,82,expressive,fast,72,72,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnI,transition,56,legato,slow,60,62,2,64,28.0,target transition ~140ms; natural connection
VlnI,transition,56,legato,slow,60,65,5,64,28.0,target transition ~140ms; natural connection
VlnI,transition,56,legato,slow,60,67,7,64,28.0,target transition ~140ms; natural connection
VlnI,transition,56,legato,slow,67,69,2,64,28.0,target transition ~140ms; natural connection
VlnI,transition,56,legato,slow,67,72,5,64,28.0,target transition ~140ms; natural connection
VlnI,transition,56,legato,slow,67,74,7,64,28.0,target transition ~140ms; natural connection
VlnI,transition,56,legato,normal,60,62,2,64,28.0,target transition ~96ms; natural connection
VlnI,transition,56,legato,normal,60,65,5,64,28.0,target transition ~96ms; natural connection
VlnI,transition,56,legato,normal,60,67,7,64,28.0,target transition ~96ms; natural connection
VlnI,transition,56,legato,normal,67,69,2,64,28.0,target transition ~96ms; natural connection
VlnI,transition,56,legato,normal,67,72,5,64,28.0,target transition ~96ms; natural connection
VlnI,transition,56,legato,normal,67,74,7,64,28.0,target transition ~96ms; natural connection
VlnI,transition,56,legato,fast,60,62,2,64,28.0,target transition ~66ms; natural connection
VlnI,transition,56,legato,fast,60,65,5,64,28.0,target transition ~66ms; natural connection
VlnI,transition,56,legato,fast,60,67,7,64,28.0,target transition ~66ms; natural connection
VlnI,transition,56,legato,fast,67,69,2,64,28.0,target transition ~66ms; natural connection
VlnI,transition,56,legato,fast,67,72,5,64,28.0,target transition ~66ms; natural connection
VlnI,transition,56,legato,fast,67,74,7,64,28.0,target transition ~66ms; natural connection
VlnI,transition,56,portamento,slow,60,62,2,64,28.0,target transition ~357ms; natural connection
VlnI,transition,56,portamento,slow,60,65,5,64,28.0,target transition ~357ms; natural connection
VlnI,transition,56,portamento,slow,60,67,7,64,28.0,target transition ~357ms; natural connection
VlnI,transition,56,portamento,slow,67,69,2,64,28.0,target transition ~357ms; natural connection
VlnI,transition,56,portamento,slow,67,72,5,64,28.0,target transition ~357ms; natural connection
VlnI,transition,56,portamento,slow,67,74,7,64,28.0,target transition ~357ms; natural connection
VlnI,transition,56,portamento,normal,60,62,2,64,28.0,target transition ~246ms; natural connection
VlnI,transition,56,portamento,normal,60,65,5,64,28.0,target transition ~246ms; natural connection
VlnI,transition,56,portamento,normal,60,67,7,64,28.0,target transition ~246ms; natural connection
VlnI,transition,56,portamento,normal,67,69,2,64,28.0,target transition ~246ms; natural connection
VlnI,transition,56,portamento,normal,67,72,5,64,28.0,target transition ~246ms; natural connection
VlnI,transition,56,portamento,normal,67,74,7,64,28.0,target transition ~246ms; natural connection
VlnI,transition,56,portamento,fast,60,62,2,64,28.0,target transition ~168ms; natural connection
VlnI,transition,56,portamento,fast,60,65,5,64,28.0,target transition ~168ms; natural connection
VlnI,transition,56,portamento,fast,60,67,7,64,28.0,target transition ~168ms; natural connection
VlnI,transition,56,portamento,fast,67,69,2,64,28.0,target transition ~168ms; natural connection
VlnI,transition,56,portamento,fast,67,72,5,64,28.0,target transition ~168ms; natural connection
VlnI,transition,56,portamento,fast,67,74,7,64,28.0,target transition ~168ms; natural connection
VlnI,transition,68,legato,slow,60,62,2,64,28.0,target transition ~115ms; natural connection
VlnI,transition,68,legato,slow,60,65,5,64,28.0,target transition ~115ms; natural connection
VlnI,transition,68,legato,slow,60,67,7,64,28.0,target transition ~115ms; natural connection
VlnI,transition,68,legato,slow,67,69,2,64,28.0,target transition ~115ms; natural connection
VlnI,transition,68,legato,slow,67,72,5,64,28.0,target transition ~115ms; natural connection
VlnI,transition,68,legato,slow,67,74,7,64,28.0,target transition ~115ms; natural connection
VlnI,transition,68,legato,normal,60,62,2,64,28.0,target transition ~79ms; natural connection
VlnI,transition,68,legato,normal,60,65,5,64,28.0,target transition ~79ms; natural connection
VlnI,transition,68,legato,normal,60,67,7,64,28.0,target transition ~79ms; natural connection
VlnI,transition,68,legato,normal,67,69,2,64,28.0,target transition ~79ms; natural connection
VlnI,transition,68,legato,normal,67,72,5,64,28.0,target transition ~79ms; natural connection
VlnI,transition,68,legato,normal,67,74,7,64,28.0,target transition ~79ms; natural connection
VlnI,transition,68,legato,fast,60,62,2,64,28.0,target transition ~54ms; natural connection
VlnI,transition,68,legato,fast,60,65,5,64,28.0,target transition ~54ms; natural connection
VlnI,transition,68,legato,fast,60,67,7,64,28.0,target transition ~54ms; natural connection
VlnI,transition,68,legato,fast,67,69,2,64,28.0,target transition ~54ms; natural connection
VlnI,transition,68,legato,fast,67,72,5,64,28.0,target transition ~54ms; natural connection
VlnI,transition,68,legato,fast,67,74,7,64,28.0,target transition ~54ms; natural connection
VlnI,transition,68,portamento,slow,60,62,2,64,28.0,target transition ~294ms; natural connection
VlnI,transition,68,portamento,slow,60,65,5,64,28.0,target transition ~294ms; natural connection
VlnI,transition,68,portamento,slow,60,67,7,64,28.0,target transition ~294ms; natural connection
VlnI,transition,68,portamento,slow,67,69,2,64,28.0,target transition ~294ms; natural connection
VlnI,transition,68,portamento,slow,67,72,5,64,28.0,target transition ~294ms; natural connection
VlnI,transition,68,portamento,slow,67,74,7,64,28.0,target transition ~294ms; natural connection
VlnI,transition,68,portamento,normal,60,62,2,64,28.0,target transition ~203ms; natural connection
VlnI,transition,68,portamento,normal,60,65,5,64,28.0,target transition ~203ms; natural connection
VlnI,transition,68,portamento,normal,60,67,7,64,28.0,target transition ~203ms; natural connection
VlnI,transition,68,portamento,normal,67,69,2,64,28.0,target transition ~203ms; natural connection
VlnI,transition,68,portamento,normal,67,72,5,64,28.0,target transition ~203ms; natural connection
VlnI,transition,68,portamento,normal,67,74,7,64,28.0,target transition ~203ms; natural connection
